YEAR,ALL_PAGES,SOURCE_MEDIUM,PAGEVIEWS,UNIQUE_PAGEVIEWS,AVG_TIME_ON_PAGE,ENTRANCES,BOUNCE_RATE,PERCENT_EXIT,OBJECTID
2011,"/does.dc.gov/does/cwp/view,a,1232,q,643247.asp",(direct) / (none),41306,36705,0:18:05,3795,0.7787,0.7419,988
2011,/fems.dc.gov/DC/FEMS/,google / organic,40030,25590,0:07:44,22399,0.4843,0.2047,989
2011,/rrc.dc.gov/rrc/site/default.asp,dc.gov / referral,39997,32776,0:01:17,32608,0.5469,0.6931,990
2011,/cfo.dc.gov/cfo/site/default.asp,(direct) / (none),39963,33280,0:04:02,28579,0.6157,0.0536,991
2011,"/otr.cfo.dc.gov/otr/cwp/view,a,1328,q,593393.asp",google / organic,39896,29989,0:00:27,18370,0.2011,0.6518,992
2011,/otr.cfo.dc.gov/otr/site/default.asp,bing / organic,39728,27101,0:03:00,20082,0.2107,0.0736,993
2011,/crimemap.dc.gov/presentation/query.asp,google / organic,39090,16254,0:00:29,2754,0.5977,0.8016,994
2011,/dcra.dc.gov/DC/DCRA/Permits,google / organic,39056,22735,0:01:28,3694,0.3728,0.4226,995
2011,/dcra.dc.gov/DC/DCRA/For+Business/Apply+for+a+Business+License,brc.dc.gov / referral,38687,22399,0:01:36,15078,0.2205,0.0804,996
2011,/ddot.dc.gov/DC/DDOT/,(direct) / (none),38653,30090,0:03:05,26866,0.5013,0.1131,997
2011,/crimemap.dc.gov/presentation/intro.asp,mpdc.dc.gov / referral,38452,27672,0:00:29,27067,0.1948,0.6743,998
2011,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,593736.asp",google / organic,38183,32373,0:04:28,23508,0.6129,0.2216,999
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2010,/dc.gov/DC/,bing / organic,56802,45326,0:05:38,45210,0.4188,0.5241,1051
2010,"/does.dc.gov/does/cwp/view,a,1232,q,640720.asp",dc.gov / referral,55449,46137,0:06:42,40534,0.7846,0.1452,1052
2010,"/cfo.dc.gov/cfo/cwp/view,a,3,q,590278,cfoNav,|33206|33208|33210|,.asp",dcop.dc.gov / referral,55372,18934,0:00:51,18663,0.0911,0.7265,1053
2010,/dcra.dc.gov/dcra/site/default.asp,(direct) / (none),52551,37327,0:00:54,36129,0.3561,0.0247,1054
2010,/dcra.dc.gov/DC/DCRA,(direct) / (none),52242,37945,0:03:04,32458,0.4559,0.1482,1055
2010,"/www.dchr.dc.gov/dcop/cwp/view,a,1222,q,530365,dcopNav,|31656|.asp",(direct) / (none),51585,38641,0:07:25,3246,0.845,0.0217,1056
2010,/otr.cfo.dc.gov/otr/cwp/view.asp?a=1330&Q=642246,google / organic,51392,28981,0:04:26,2512,0.5076,0.1023,1057
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594065,otrNav_gid,1679,otrNav,|33280|.asp",google / organic,51315,35511,0:00:48,20982,0.1418,0.0523,1058
2010,"/does.dc.gov/does/cwp/view,a,1232,q,537855,doesNav,|32062|.asp",google / organic,51044,42427,0:01:36,41616,0.4708,0.7121,1059
2010,"/www.does.dc.gov/does/cwp/view,a,1232,q,643247.asp",google / organic,50774,43625,0:19:31,6801,0.8011,0.6403,1060
2010,"/dchr.dc.gov/dcop/cwp/view,a,1222,q,530365,dcopNav,%7C31656%7C.asp",google / organic,50194,35124,0:02:38,33038,0.7357,0.6384,1061
2010,/311.dc.gov/,dc.gov / referral,49576,40148,0:11:17,40148,0.8277,0.0346,1062
2010,/dpr.dc.gov/dpr/site/default.asp,google / organic,49035,35588,0:00:46,31879,0.217,0.4941,1063
2010,/dcop.dc.gov/dcop/cwp/view.asp?a=1222&q=530365&dcopnav=|31656|,(direct) / (none),47914,33927,0:04:15,29985,0.6972,0.5971,1064
2010,"/mpdc.dc.gov/mpdc/cwp/view,a,1239,Q,543308,mpdcNav_GID,1523,mpdcNav,|,.asp",google / organic,47914,34390,0:00:56,24112,0.3718,0.0583,1065
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594065,otrNav_gid,1679,otrNav,%7C33280%7C.asp",google / organic,46833,31879,0:00:39,20016,0.1158,0.115,1066
2010,/doc.dc.gov/doc/site/default.asp,google / organic,46794,29212,0:01:02,24460,0.3017,0.5051,1067
2010,/www.grc.dc.gov/grc/site/default.asp?grcNav_GID=0&portal_link=hr,dc.gov / referral,46330,39800,0:03:31,39104,0.8014,0.4623,1068
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594065.asp",google / organic,45210,31183,0:00:43,3439,0.1573,0.5846,1069
2010,"/hpla.doh.dc.gov/hpla/cwp/view,a,1195,q,488526,hplanav,|30661|,.asp",google / organic,45094,35434,0:01:13,34081,0.364,0.7283,1070
2010,/www.rrc.dc.gov/rrc/cwp/view.asp?a=1184&Q=447156&rrcNav_GID=1416&portal_link=hr,dc.gov / referral,44939,35356,0:00:22,35124,0.1078,0.872,1071
2010,/dc.gov/index.asp,bing / organic,44746,33231,0:05:55,32420,0.7628,0.0447,1072
2010,/osse.dc.gov/seo/site/default.asp,google / organic,44746,32265,0:01:06,29908,0.2817,0.1769,1073
2010,"/cfo.dc.gov/cfo/cwp/view,a,3,q,590278,cfoNav,|33206|33208|33210|,.asp",dchr.dc.gov / referral,44514,15070,0:00:16,14529,0.0532,0.1542,1074
2010,/crimemap.dc.gov/presentation/intro.asp,mpdc.dc.gov / referral,43007,29367,0:00:27,29019,0.1758,0.1386,1075
2010,/otr.cfo.dc.gov/otr/site/default.asp?otrNav_GID=,google / organic,42737,30990,0:00:36,889,0.0866,0.6987,1076
2010,/cson.oag.dc.gov/casedata.aspx,csed.dc.gov / referral,42659,17775,0:35:08,155,0,0.0122,1077
2010,/does.dc.gov/does/site/default.asp,(direct) / (none),41925,34815,0:00:28,29174,0.1338,0.4939,1078
2010,/dpr.dc.gov/dpr/site/default.asp,(direct) / (none),41616,34313,0:02:25,34042,0.6754,0.7988,1079
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594275.asp",google / organic,41191,23069,0:01:40,4946,0.2891,0.6541,1080
2010,/doc.dc.gov/doc/site/default.asp,(direct) / (none),41075,33772,0:02:38,32265,0.8048,0.5805,1081
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,593820,otrNav_gid,1679,otrNav,|33280|.asp",google / organic,40805,30178,0:00:58,4830,0.2,0.3001,1082
2010,/mpdc.dc.gov/mpdc/site/default.asp?mpdcNav_GID=1523&mpdcNav=|31417|,google / organic,40302,26198,0:00:55,1314,0.3234,0.2857,1083
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594275.asp",(direct) / (none),40186,24846,0:01:48,15611,0.4505,0.2063,1084
2010,"/cfo.washingtondc.gov/cfo/cwp/view,a,1326,q,590719,.asp",(direct) / (none),39800,15495,0:00:43,3362,0.9884,0.6431,1085
2010,/dchr.dc.gov/dcop/site/default.asp,google / organic,39568,30101,0:01:34,26160,0.226,0.3824,1086
2010,"/does.dc.gov/does/cwp/view,a,1232,q,640720.asp",google / organic,39375,34931,0:20:31,28981,0.7973,0.3443,1087
2010,/otr.cfo.dc.gov/otr/site/default.asp,bing / organic,39259,26623,0:00:49,20170,0.2069,0.654,1088
2010,"/www.does.dc.gov/does/cwp/view,a,1232,q,643247,doesNav,|32062|.asp",google / organic,39027,31685,0:10:28,3864,0.72,0.1387,1089
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,594366,otrNav_gid,1679,otrNav,|33280|.asp",google / organic,38911,26160,0:00:20,7110,0.0869,0.5067,1090
2010,/dcop.dc.gov/dcop/cwp/view.asp?a=1222&q=530365&dcopnav=|31656|,rrc.dc.gov / referral,38061,27551,0:02:43,27474,0.7285,0.2719,1091
2010,/crimemap.dc.gov/presentation/query.asp,google / organic,37791,14258,0:00:41,2473,0.2814,0.1993,1092
2010,/www.dhcd.dc.gov/dhcd/site/default.asp,(direct) / (none),37791,32690,0:04:07,31879,0.8412,0.1041,1093
2010,/ddot.dc.gov/DC/DDOT/,(direct) / (none),37675,27937,0:01:50,25889,0.4642,0.7436,1094
2010,"/otr.cfo.dc.gov/otr/cwp/view,a,1330,q,593820.asp",google / organic,37481,24228,0:00:29,618,0.1877,0.6252,1095
2010,/crimemap.dc.gov/presentation/report.asp,google / organic,37250,12558,0:00:53,386,0.5,0.5766,1096
2010,/dcra.dc.gov/DC/DCRA/For+Business/2010+Curbside+Cookoff,(direct) / (none),37250,25310,0:03:24,24846,0.8165,0.6374,1097
2010,/otr.cfo.dc.gov/otr/site/default.asp,brc.dc.gov / referral,37134,22489,0:00:33,22141,0.171,0.768,1098
2010,"/www.does.dc.gov/does/cwp/view,a,1232,q,537855,doesNav,%7C32062%7C.asp",google / organic,36438,30024,0:01:34,28903,0.5267,0.1565,1099
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
